id,Mean_Acc1298_Mean_Mem40_Centroid,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_Flux,Mean_Acc1298_Mean_Mem40_MFCC_0,Mean_Acc1298_Mean_Mem40_MFCC_1,Mean_Acc1298_Mean_Mem40_MFCC_2,Mean_Acc1298_Mean_Mem40_MFCC_3,Mean_Acc1298_Mean_Mem40_MFCC_4,Mean_Acc1298_Mean_Mem40_MFCC_5,Mean_Acc1298_Mean_Mem40_MFCC_6,Mean_Acc1298_Mean_Mem40_MFCC_7,Mean_Acc1298_Mean_Mem40_MFCC_8,Mean_Acc1298_Mean_Mem40_MFCC_9,Mean_Acc1298_Mean_Mem40_MFCC_10,Mean_Acc1298_Mean_Mem40_MFCC_11,Mean_Acc1298_Mean_Mem40_MFCC_12,Mean_Acc1298_Std_Mem40_Centroid,Mean_Acc1298_Std_Mem40_Rolloff,Mean_Acc1298_Std_Mem40_Flux,Mean_Acc1298_Std_Mem40_MFCC_0,Mean_Acc1298_Std_Mem40_MFCC_1,Mean_Acc1298_Std_Mem40_MFCC_2,Mean_Acc1298_Std_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_MFCC_4,Mean_Acc1298_Std_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_MFCC_6,Mean_Acc1298_Std_Mem40_MFCC_7,Mean_Acc1298_Std_Mem40_MFCC_8,Mean_Acc1298_Std_Mem40_MFCC_9,Mean_Acc1298_Std_Mem40_MFCC_10,Mean_Acc1298_Std_Mem40_MFCC_11,Mean_Acc1298_Std_Mem40_MFCC_12,Std_Acc1298_Mean_Mem40_Centroid,Std_Acc1298_Mean_Mem40_Rolloff,Std_Acc1298_Mean_Mem40_Flux,Std_Acc1298_Mean_Mem40_MFCC_0,Std_Acc1298_Mean_Mem40_MFCC_1,Std_Acc1298_Mean_Mem40_MFCC_2,Std_Acc1298_Mean_Mem40_MFCC_3,Std_Acc1298_Mean_Mem40_MFCC_4,Std_Acc1298_Mean_Mem40_MFCC_5,Std_Acc1298_Mean_Mem40_MFCC_6,Std_Acc1298_Mean_Mem40_MFCC_7,Std_Acc1298_Mean_Mem40_MFCC_8,Std_Acc1298_Mean_Mem40_MFCC_9,Std_Acc1298_Mean_Mem40_MFCC_10,Std_Acc1298_Mean_Mem40_MFCC_11,Std_Acc1298_Mean_Mem40_MFCC_12,Std_Acc1298_Std_Mem40_Centroid,Std_Acc1298_Std_Mem40_Rolloff,Std_Acc1298_Std_Mem40_Flux,Std_Acc1298_Std_Mem40_MFCC_0,Std_Acc1298_Std_Mem40_MFCC_1,Std_Acc1298_Std_Mem40_MFCC_2,Std_Acc1298_Std_Mem40_MFCC_3,Std_Acc1298_Std_Mem40_MFCC_4,Std_Acc1298_Std_Mem40_MFCC_5,Std_Acc1298_Std_Mem40_MFCC_6,Std_Acc1298_Std_Mem40_MFCC_7,Std_Acc1298_Std_Mem40_MFCC_8,Std_Acc1298_Std_Mem40_MFCC_9,Std_Acc1298_Std_Mem40_MFCC_10,Std_Acc1298_Std_Mem40_MFCC_11,Std_Acc1298_Std_Mem40_MFCC_12,BH_LowPeakAmp,BH_LowPeakBPM,BH_HighPeakAmp,BH_HighPeakBPM,BHSUM1,BHSUM2,BHSUM3,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
35,2.0,2.0,7.0,5.0,23.0,13.0,10.0,8.0,19.0,20.0,13.0,6.0,13.0,3.0,17.0,4.0,3.0,2.0,11.0,13.0,8.0,14.0,9.0,9.0,10.0,8.0,4.0,9.0,9.0,10.0,17.0,24.0,7.0,10.0,23.0,16.0,18.0,16.0,15.0,10.0,8.0,10.0,7.0,9.0,19.0,18.0,21.0,24.0,13.0,14.0,13.0,18.0,18.0,18.0,10.0,10.0,12.0,10.0,8.0,13.0,21.0,22.0,21.0,24.0,7.0,20.0,15.0,19.0,6.0,11.0,10.0,0,1,1,0,0,0
36,6.0,4.0,7.0,15.0,23.0,1.0,22.0,16.0,23.0,18.0,21.0,23.0,5.0,24.0,2.0,21.0,5.0,5.0,7.0,8.0,17.0,8.0,12.0,7.0,13.0,9.0,14.0,8.0,6.0,13.0,20.0,12.0,2.0,4.0,20.0,11.0,16.0,10.0,18.0,8.0,14.0,13.0,8.0,11.0,8.0,20.0,21.0,18.0,14.0,10.0,17.0,16.0,23.0,13.0,16.0,12.0,8.0,15.0,16.0,20.0,7.0,19.0,17.0,17.0,17.0,3.0,18.0,2.0,15.0,18.0,15.0,0,0,1,1,1,0
37,14.0,11.0,16.0,13.0,12.0,8.0,22.0,16.0,2.0,18.0,24.0,21.0,2.0,2.0,20.0,6.0,14.0,12.0,13.0,13.0,14.0,22.0,21.0,19.0,16.0,12.0,16.0,9.0,15.0,16.0,12.0,13.0,14.0,5.0,5.0,8.0,13.0,15.0,18.0,19.0,10.0,7.0,19.0,13.0,10.0,16.0,9.0,16.0,10.0,14.0,10.0,12.0,15.0,21.0,24.0,15.0,10.0,13.0,16.0,15.0,20.0,12.0,13.0,9.0,8.0,10.0,21.0,7.0,17.0,20.0,16.0,0,1,1,0,0,0
38,16.0,14.0,4.0,24.0,9.0,8.0,6.0,6.0,10.0,12.0,8.0,15.0,14.0,13.0,14.0,4.0,14.0,12.0,9.0,1.0,3.0,6.0,8.0,7.0,3.0,9.0,5.0,5.0,3.0,4.0,5.0,4.0,7.0,8.0,7.0,2.0,2.0,2.0,6.0,5.0,2.0,11.0,4.0,4.0,4.0,6.0,10.0,4.0,16.0,14.0,21.0,8.0,6.0,11.0,9.0,9.0,3.0,9.0,4.0,5.0,5.0,4.0,6.0,8.0,20.0,7.0,14.0,5.0,22.0,13.0,17.0,1,1,0,0,0,0
39,6.0,12.0,19.0,15.0,3.0,16.0,10.0,14.0,15.0,12.0,21.0,20.0,23.0,24.0,16.0,8.0,12.0,18.0,20.0,19.0,10.0,22.0,20.0,16.0,20.0,17.0,15.0,19.0,17.0,22.0,13.0,15.0,3.0,6.0,1.0,10.0,2.0,7.0,9.0,4.0,11.0,6.0,4.0,6.0,2.0,10.0,2.0,5.0,3.0,9.0,4.0,2.0,1.0,14.0,10.0,10.0,12.0,10.0,11.0,9.0,3.0,18.0,4.0,9.0,7.0,2.0,13.0,2.0,10.0,7.0,4.0,1,0,0,0,0,1
40,22.0,23.0,22.0,17.0,2.0,17.0,5.0,18.0,19.0,18.0,24.0,20.0,22.0,23.0,12.0,11.0,22.0,22.0,21.0,20.0,13.0,14.0,12.0,13.0,15.0,19.0,18.0,17.0,11.0,20.0,12.0,14.0,8.0,10.0,12.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,6.0,1.0,2.0,2.0,5.0,3.0,7.0,2.0,1.0,1.0,5.0,1.0,6.0,5.0,2.0,4.0,4.0,23.0,12.0,23.0,9.0,21.0,23.0,22.0,0,1,0,0,0,0
41,17.0,15.0,4.0,24.0,8.0,14.0,10.0,13.0,3.0,11.0,13.0,11.0,17.0,13.0,16.0,17.0,11.0,11.0,4.0,1.0,1.0,6.0,5.0,2.0,3.0,5.0,4.0,3.0,6.0,1.0,4.0,4.0,14.0,17.0,22.0,1.0,6.0,4.0,5.0,2.0,10.0,5.0,6.0,5.0,2.0,3.0,5.0,3.0,6.0,10.0,24.0,8.0,5.0,7.0,8.0,5.0,6.0,6.0,3.0,3.0,6.0,4.0,3.0,8.0,18.0,15.0,20.0,13.0,16.0,7.0,18.0,1,0,0,0,1,0
42,5.0,3.0,6.0,12.0,18.0,19.0,17.0,9.0,22.0,3.0,4.0,24.0,13.0,19.0,19.0,20.0,10.0,8.0,7.0,5.0,13.0,11.0,12.0,13.0,20.0,20.0,13.0,24.0,16.0,17.0,11.0,15.0,8.0,5.0,16.0,14.0,19.0,9.0,17.0,5.0,20.0,20.0,14.0,21.0,13.0,13.0,17.0,19.0,22.0,16.0,20.0,10.0,17.0,21.0,13.0,19.0,24.0,19.0,9.0,23.0,15.0,17.0,16.0,16.0,17.0,20.0,12.0,18.0,18.0,6.0,15.0,0,0,1,1,1,0
43,20.0,17.0,20.0,21.0,10.0,5.0,10.0,6.0,1.0,6.0,2.0,14.0,6.0,8.0,10.0,19.0,20.0,18.0,16.0,20.0,17.0,22.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,20.0,23.0,23.0,22.0,10.0,11.0,5.0,3.0,12.0,18.0,20.0,18.0,13.0,12.0,12.0,13.0,8.0,13.0,19.0,21.0,21.0,7.0,3.0,6.0,17.0,15.0,24.0,23.0,23.0,22.0,20.0,22.0,11.0,10.0,20.0,14.0,1.0,15.0,1.0,15.0,17.0,16.0,0,1,1,0,0,0
44,24.0,24.0,18.0,12.0,1.0,24.0,3.0,19.0,9.0,20.0,16.0,17.0,17.0,22.0,23.0,24.0,24.0,23.0,18.0,19.0,11.0,12.0,12.0,12.0,18.0,13.0,10.0,2.0,5.0,11.0,7.0,10.0,3.0,12.0,22.0,10.0,1.0,13.0,2.0,2.0,4.0,4.0,5.0,5.0,4.0,6.0,5.0,9.0,2.0,1.0,4.0,7.0,6.0,11.0,3.0,7.0,12.0,5.0,7.0,2.0,3.0,9.0,6.0,2.0,24.0,8.0,24.0,6.0,24.0,24.0,24.0,1,1,0,0,0,0
45,12.0,19.0,13.0,12.0,9.0,15.0,22.0,18.0,2.0,21.0,4.0,24.0,8.0,15.0,7.0,14.0,20.0,21.0,19.0,22.0,11.0,20.0,24.0,23.0,21.0,14.0,21.0,15.0,12.0,4.0,7.0,7.0,17.0,24.0,9.0,17.0,8.0,11.0,15.0,17.0,12.0,11.0,14.0,11.0,11.0,4.0,9.0,11.0,22.0,23.0,16.0,11.0,12.0,15.0,23.0,21.0,17.0,13.0,20.0,14.0,9.0,4.0,11.0,10.0,2.0,24.0,5.0,24.0,1.0,5.0,3.0,0,1,1,0,0,0
46,2.0,1.0,3.0,2.0,24.0,24.0,15.0,19.0,18.0,11.0,8.0,19.0,5.0,8.0,11.0,21.0,2.0,1.0,8.0,6.0,8.0,9.0,12.0,7.0,10.0,4.0,18.0,10.0,14.0,6.0,1.0,7.0,8.0,5.0,15.0,22.0,17.0,24.0,23.0,24.0,20.0,14.0,21.0,24.0,19.0,13.0,20.0,21.0,18.0,14.0,19.0,21.0,21.0,18.0,24.0,22.0,20.0,17.0,24.0,22.0,19.0,17.0,9.0,16.0,12.0,3.0,5.0,17.0,13.0,5.0,5.0,0,0,1,1,1,0
47,13.0,12.0,23.0,7.0,16.0,11.0,24.0,1.0,23.0,2.0,23.0,6.0,5.0,22.0,16.0,4.0,15.0,14.0,23.0,24.0,24.0,20.0,22.0,24.0,22.0,23.0,20.0,17.0,19.0,16.0,19.0,17.0,18.0,16.0,23.0,23.0,21.0,23.0,24.0,24.0,20.0,24.0,23.0,20.0,22.0,18.0,20.0,22.0,7.0,22.0,3.0,14.0,23.0,20.0,22.0,24.0,20.0,22.0,24.0,15.0,22.0,16.0,21.0,22.0,9.0,1.0,14.0,14.0,11.0,6.0,7.0,0,1,1,0,0,0
48,24.0,22.0,23.0,19.0,7.0,9.0,18.0,6.0,3.0,15.0,4.0,14.0,2.0,18.0,6.0,13.0,24.0,21.0,19.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,20.0,24.0,23.0,23.0,22.0,23.0,19.0,23.0,7.0,7.0,11.0,15.0,12.0,18.0,12.0,9.0,3.0,9.0,3.0,5.0,8.0,24.0,11.0,9.0,13.0,21.0,24.0,24.0,22.0,21.0,22.0,18.0,6.0,18.0,12.0,11.0,17.0,1.0,3.0,17.0,2.0,4.0,13.0,6.0,0,0,0,0,0,1
49,11.0,11.0,22.0,14.0,13.0,21.0,12.0,5.0,5.0,17.0,7.0,22.0,15.0,24.0,8.0,21.0,20.0,18.0,21.0,20.0,22.0,24.0,23.0,24.0,23.0,18.0,22.0,21.0,23.0,18.0,14.0,17.0,14.0,15.0,11.0,12.0,7.0,14.0,12.0,15.0,12.0,6.0,7.0,9.0,7.0,3.0,5.0,6.0,23.0,18.0,4.0,2.0,12.0,24.0,14.0,24.0,13.0,8.0,9.0,12.0,20.0,7.0,12.0,11.0,16.0,5.0,13.0,21.0,14.0,1.0,12.0,1,0,0,0,0,1
50,22.0,18.0,20.0,20.0,11.0,12.0,5.0,15.0,2.0,14.0,3.0,20.0,8.0,22.0,5.0,16.0,23.0,19.0,17.0,12.0,12.0,19.0,23.0,22.0,23.0,21.0,23.0,20.0,17.0,18.0,20.0,20.0,23.0,17.0,20.0,4.0,2.0,11.0,13.0,8.0,9.0,8.0,13.0,8.0,7.0,11.0,13.0,13.0,23.0,15.0,6.0,6.0,7.0,15.0,15.0,12.0,10.0,16.0,20.0,9.0,7.0,5.0,10.0,9.0,15.0,23.0,8.0,23.0,3.0,12.0,4.0,0,0,0,0,0,1
51,6.0,7.0,18.0,14.0,19.0,19.0,10.0,3.0,3.0,6.0,13.0,23.0,3.0,22.0,2.0,17.0,11.0,15.0,13.0,14.0,24.0,24.0,22.0,24.0,21.0,22.0,20.0,22.0,24.0,24.0,20.0,18.0,11.0,12.0,6.0,10.0,13.0,11.0,8.0,13.0,12.0,10.0,6.0,10.0,13.0,15.0,8.0,5.0,16.0,19.0,10.0,5.0,20.0,17.0,12.0,22.0,12.0,10.0,10.0,11.0,17.0,18.0,11.0,5.0,6.0,24.0,5.0,24.0,5.0,9.0,7.0,0,0,1,0,1,1
52,20.0,22.0,15.0,18.0,3.0,21.0,10.0,5.0,17.0,15.0,9.0,15.0,8.0,17.0,7.0,7.0,23.0,21.0,11.0,19.0,18.0,15.0,22.0,24.0,18.0,17.0,22.0,15.0,21.0,20.0,18.0,20.0,18.0,18.0,13.0,7.0,6.0,14.0,9.0,16.0,4.0,11.0,7.0,10.0,9.0,7.0,6.0,7.0,21.0,19.0,12.0,6.0,14.0,15.0,18.0,19.0,13.0,11.0,15.0,9.0,7.0,14.0,13.0,11.0,20.0,6.0,10.0,22.0,18.0,14.0,14.0,0,0,0,0,0,1
53,13.0,18.0,22.0,18.0,10.0,16.0,16.0,18.0,7.0,24.0,5.0,19.0,8.0,7.0,21.0,16.0,19.0,20.0,21.0,23.0,23.0,24.0,24.0,24.0,23.0,24.0,24.0,18.0,19.0,18.0,21.0,17.0,14.0,22.0,15.0,5.0,8.0,12.0,14.0,16.0,7.0,9.0,12.0,3.0,11.0,8.0,8.0,5.0,19.0,20.0,7.0,2.0,10.0,23.0,21.0,18.0,18.0,18.0,20.0,13.0,8.0,14.0,17.0,11.0,8.0,3.0,10.0,17.0,8.0,3.0,5.0,1,0,0,0,0,1
54,5.0,18.0,15.0,10.0,11.0,24.0,3.0,17.0,20.0,17.0,24.0,24.0,23.0,9.0,1.0,24.0,15.0,24.0,19.0,22.0,24.0,18.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,14.0,20.0,20.0,11.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,5.0,8.0,12.0,14.0,1.0,8.0,4.0,2.0,4.0,5.0,3.0,2.0,1.0,1.0,3.0,19.0,12.0,21.0,10.0,15.0,21.0,18.0,1,0,0,0,0,1
55,7.0,4.0,1.0,12.0,22.0,11.0,21.0,8.0,10.0,7.0,4.0,21.0,3.0,1.0,5.0,1.0,3.0,2.0,1.0,5.0,4.0,2.0,1.0,4.0,1.0,2.0,2.0,9.0,4.0,9.0,10.0,17.0,10.0,14.0,19.0,15.0,22.0,11.0,10.0,22.0,17.0,19.0,24.0,24.0,23.0,23.0,24.0,24.0,11.0,14.0,23.0,16.0,16.0,11.0,8.0,14.0,8.0,13.0,17.0,22.0,14.0,23.0,22.0,24.0,12.0,7.0,13.0,22.0,11.0,17.0,18.0,0,0,1,1,1,0
56,5.0,4.0,11.0,6.0,16.0,23.0,16.0,12.0,23.0,22.0,19.0,24.0,15.0,21.0,8.0,17.0,13.0,13.0,14.0,21.0,20.0,19.0,23.0,23.0,17.0,22.0,16.0,13.0,15.0,17.0,10.0,8.0,11.0,11.0,5.0,20.0,19.0,21.0,24.0,23.0,17.0,12.0,19.0,11.0,12.0,10.0,17.0,11.0,22.0,19.0,14.0,18.0,23.0,22.0,24.0,24.0,15.0,24.0,24.0,19.0,21.0,18.0,16.0,17.0,10.0,1.0,9.0,1.0,18.0,6.0,9.0,0,0,1,1,1,0
57,20.0,15.0,9.0,6.0,15.0,2.0,24.0,1.0,22.0,5.0,2.0,22.0,24.0,21.0,19.0,8.0,12.0,9.0,9.0,18.0,10.0,10.0,20.0,20.0,14.0,21.0,20.0,23.0,24.0,15.0,21.0,22.0,19.0,15.0,4.0,19.0,9.0,12.0,21.0,17.0,17.0,22.0,17.0,22.0,24.0,15.0,21.0,21.0,3.0,4.0,19.0,20.0,7.0,9.0,19.0,19.0,11.0,20.0,16.0,23.0,21.0,13.0,21.0,20.0,4.0,20.0,11.0,19.0,6.0,12.0,14.0,0,0,1,0,1,0
58,22.0,23.0,21.0,23.0,12.0,4.0,1.0,12.0,5.0,2.0,17.0,17.0,1.0,3.0,9.0,22.0,23.0,22.0,22.0,15.0,21.0,17.0,12.0,12.0,9.0,2.0,5.0,2.0,3.0,9.0,10.0,5.0,1.0,14.0,16.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,5.0,9.0,7.0,3.0,1.0,2.0,3.0,15.0,2.0,5.0,7.0,3.0,7.0,5.0,2.0,2.0,2.0,5.0,5.0,1.0,24.0,9.0,19.0,7.0,24.0,15.0,23.0,1,1,0,0,0,0
59,24.0,24.0,24.0,10.0,1.0,21.0,7.0,23.0,17.0,18.0,22.0,22.0,18.0,18.0,18.0,21.0,24.0,23.0,24.0,24.0,24.0,24.0,22.0,21.0,19.0,19.0,8.0,10.0,7.0,4.0,9.0,4.0,24.0,24.0,24.0,22.0,19.0,20.0,16.0,17.0,7.0,18.0,3.0,5.0,6.0,10.0,8.0,5.0,24.0,11.0,7.0,4.0,23.0,17.0,18.0,23.0,6.0,19.0,12.0,15.0,13.0,18.0,18.0,15.0,24.0,7.0,23.0,5.0,23.0,23.0,23.0,0,1,0,0,1,0
60,13.0,17.0,14.0,19.0,5.0,9.0,17.0,10.0,8.0,10.0,10.0,17.0,15.0,22.0,24.0,20.0,16.0,19.0,10.0,21.0,13.0,14.0,16.0,21.0,17.0,17.0,13.0,10.0,13.0,13.0,11.0,18.0,7.0,15.0,23.0,14.0,3.0,12.0,12.0,12.0,12.0,12.0,5.0,3.0,4.0,5.0,11.0,8.0,4.0,21.0,9.0,4.0,3.0,9.0,18.0,20.0,20.0,11.0,12.0,4.0,11.0,6.0,4.0,8.0,15.0,2.0,5.0,2.0,19.0,8.0,10.0,0,0,0,0,1,1
61,16.0,12.0,20.0,19.0,13.0,8.0,1.0,19.0,6.0,21.0,4.0,10.0,9.0,22.0,21.0,5.0,20.0,16.0,21.0,16.0,15.0,21.0,18.0,18.0,24.0,20.0,20.0,24.0,24.0,22.0,14.0,14.0,14.0,13.0,6.0,15.0,16.0,22.0,19.0,18.0,24.0,20.0,17.0,22.0,21.0,12.0,12.0,11.0,19.0,13.0,5.0,12.0,10.0,21.0,20.0,15.0,24.0,20.0,16.0,24.0,24.0,19.0,14.0,5.0,23.0,12.0,24.0,9.0,23.0,24.0,23.0,0,1,1,0,0,0
62,7.0,4.0,5.0,13.0,24.0,6.0,7.0,6.0,8.0,14.0,6.0,15.0,8.0,4.0,13.0,2.0,3.0,1.0,3.0,2.0,3.0,5.0,5.0,7.0,6.0,4.0,7.0,4.0,3.0,5.0,11.0,19.0,2.0,1.0,18.0,9.0,7.0,6.0,4.0,11.0,16.0,8.0,8.0,6.0,6.0,9.0,8.0,7.0,9.0,7.0,17.0,13.0,16.0,2.0,4.0,7.0,6.0,2.0,4.0,4.0,2.0,8.0,7.0,6.0,9.0,14.0,13.0,11.0,12.0,12.0,14.0,0,0,1,1,0,0
63,2.0,7.0,2.0,4.0,24.0,12.0,10.0,23.0,16.0,12.0,17.0,20.0,11.0,5.0,14.0,11.0,1.0,9.0,14.0,9.0,6.0,7.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,24.0,12.0,21.0,24.0,24.0,9.0,21.0,13.0,9.0,20.0,18.0,11.0,14.0,21.0,20.0,15.0,24.0,11.0,22.0,21.0,19.0,7.0,14.0,13.0,7.0,15.0,16.0,12.0,15.0,19.0,13.0,1.0,18.0,7.0,16.0,2.0,2.0,1.0,0,0,1,1,1,0
64,2.0,1.0,3.0,13.0,23.0,4.0,23.0,10.0,24.0,24.0,21.0,13.0,18.0,24.0,5.0,24.0,2.0,3.0,9.0,4.0,10.0,5.0,7.0,8.0,10.0,16.0,11.0,11.0,8.0,7.0,17.0,5.0,1.0,6.0,5.0,5.0,8.0,13.0,12.0,9.0,16.0,20.0,16.0,19.0,15.0,8.0,18.0,14.0,15.0,13.0,14.0,20.0,20.0,19.0,10.0,7.0,11.0,14.0,12.0,16.0,6.0,10.0,18.0,6.0,17.0,21.0,15.0,20.0,5.0,19.0,16.0,0,0,1,1,1,0
65,18.0,14.0,17.0,13.0,2.0,8.0,23.0,15.0,23.0,9.0,24.0,18.0,20.0,22.0,24.0,23.0,22.0,16.0,17.0,23.0,19.0,24.0,21.0,24.0,23.0,24.0,17.0,23.0,20.0,19.0,21.0,16.0,17.0,14.0,17.0,16.0,18.0,16.0,14.0,21.0,10.0,18.0,6.0,19.0,11.0,16.0,13.0,3.0,11.0,9.0,6.0,9.0,18.0,23.0,24.0,24.0,17.0,22.0,14.0,18.0,15.0,14.0,15.0,10.0,14.0,1.0,3.0,1.0,9.0,1.0,2.0,1,0,0,0,0,1
66,14.0,10.0,19.0,9.0,13.0,7.0,20.0,7.0,1.0,8.0,24.0,22.0,4.0,5.0,15.0,18.0,16.0,11.0,20.0,14.0,10.0,19.0,20.0,20.0,22.0,15.0,15.0,16.0,12.0,14.0,18.0,10.0,16.0,10.0,19.0,16.0,12.0,17.0,23.0,22.0,22.0,9.0,21.0,19.0,19.0,17.0,15.0,17.0,20.0,13.0,7.0,13.0,8.0,21.0,20.0,21.0,20.0,15.0,11.0,13.0,7.0,11.0,16.0,8.0,20.0,12.0,20.0,10.0,19.0,20.0,18.0,0,0,1,0,0,0
67,2.0,6.0,5.0,2.0,16.0,24.0,12.0,24.0,6.0,3.0,3.0,12.0,16.0,13.0,14.0,21.0,4.0,15.0,6.0,17.0,11.0,16.0,5.0,10.0,3.0,4.0,8.0,1.0,2.0,4.0,4.0,7.0,7.0,22.0,12.0,16.0,10.0,11.0,4.0,11.0,6.0,9.0,9.0,3.0,2.0,4.0,7.0,12.0,11.0,24.0,18.0,19.0,11.0,14.0,3.0,12.0,4.0,3.0,8.0,2.0,6.0,16.0,10.0,13.0,11.0,16.0,21.0,14.0,16.0,1.0,19.0,0,0,1,1,1,0
68,11.0,20.0,23.0,7.0,10.0,15.0,21.0,4.0,4.0,19.0,10.0,24.0,11.0,17.0,19.0,10.0,20.0,22.0,23.0,24.0,19.0,24.0,24.0,22.0,23.0,21.0,21.0,18.0,7.0,7.0,10.0,7.0,23.0,24.0,2.0,12.0,14.0,16.0,19.0,16.0,15.0,14.0,22.0,18.0,10.0,13.0,11.0,7.0,24.0,22.0,4.0,10.0,13.0,24.0,22.0,24.0,23.0,16.0,23.0,18.0,8.0,8.0,15.0,10.0,15.0,21.0,16.0,19.0,15.0,2.0,11.0,0,1,1,0,0,0
69,21.0,24.0,24.0,13.0,3.0,19.0,11.0,19.0,12.0,24.0,24.0,9.0,21.0,21.0,10.0,16.0,23.0,23.0,21.0,22.0,21.0,23.0,21.0,17.0,17.0,14.0,13.0,6.0,6.0,3.0,3.0,3.0,12.0,22.0,10.0,5.0,10.0,7.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,7.0,3.0,5.0,4.0,11.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,24.0,9.0,23.0,7.0,24.0,24.0,24.0,1,0,0,0,0,1
70,19.0,17.0,7.0,24.0,7.0,9.0,17.0,5.0,3.0,11.0,15.0,15.0,7.0,12.0,13.0,15.0,16.0,14.0,8.0,2.0,11.0,11.0,15.0,12.0,6.0,10.0,11.0,4.0,10.0,9.0,7.0,8.0,20.0,18.0,11.0,3.0,7.0,8.0,13.0,7.0,9.0,10.0,15.0,7.0,14.0,10.0,10.0,10.0,15.0,11.0,23.0,7.0,7.0,5.0,14.0,9.0,9.0,11.0,12.0,11.0,8.0,9.0,7.0,5.0,11.0,5.0,18.0,5.0,14.0,13.0,8.0,0,0,0,0,1,0
71,21.0,17.0,21.0,17.0,5.0,23.0,24.0,23.0,17.0,18.0,10.0,6.0,2.0,1.0,8.0,23.0,19.0,17.0,18.0,11.0,10.0,11.0,12.0,13.0,12.0,8.0,6.0,6.0,8.0,5.0,3.0,11.0,24.0,24.0,17.0,9.0,15.0,17.0,12.0,14.0,5.0,7.0,13.0,13.0,12.0,13.0,6.0,12.0,17.0,6.0,11.0,4.0,11.0,3.0,2.0,5.0,7.0,3.0,4.0,6.0,5.0,2.0,1.0,3.0,10.0,12.0,10.0,9.0,10.0,19.0,17.0,1,0,0,0,0,1
72,17.0,16.0,18.0,9.0,12.0,14.0,7.0,13.0,13.0,21.0,14.0,17.0,11.0,14.0,22.0,20.0,22.0,18.0,16.0,21.0,15.0,17.0,23.0,21.0,22.0,23.0,21.0,16.0,22.0,13.0,15.0,16.0,23.0,21.0,23.0,16.0,11.0,13.0,18.0,14.0,13.0,24.0,6.0,12.0,20.0,4.0,16.0,12.0,24.0,22.0,9.0,16.0,18.0,17.0,24.0,22.0,21.0,22.0,18.0,10.0,17.0,11.0,14.0,9.0,16.0,12.0,15.0,9.0,21.0,9.0,13.0,0,0,0,0,0,1
73,19.0,12.0,12.0,10.0,17.0,3.0,9.0,1.0,10.0,2.0,13.0,7.0,15.0,17.0,7.0,1.0,8.0,5.0,5.0,5.0,9.0,4.0,9.0,11.0,14.0,19.0,19.0,22.0,21.0,24.0,24.0,23.0,13.0,10.0,18.0,21.0,19.0,14.0,12.0,20.0,24.0,24.0,20.0,24.0,24.0,24.0,24.0,21.0,11.0,8.0,16.0,16.0,15.0,6.0,13.0,17.0,22.0,24.0,19.0,22.0,19.0,24.0,22.0,21.0,5.0,9.0,16.0,7.0,12.0,14.0,9.0,1,1,1,0,0,0
74,7.0,8.0,1.0,1.0,24.0,6.0,18.0,24.0,23.0,9.0,21.0,24.0,21.0,3.0,18.0,14.0,3.0,5.0,2.0,6.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,7.0,3.0,8.0,4.0,8.0,18.0,22.0,12.0,24.0,22.0,18.0,5.0,20.0,10.0,24.0,18.0,24.0,14.0,22.0,10.0,18.0,12.0,24.0,17.0,24.0,22.0,4.0,6.0,18.0,6.0,8.0,19.0,16.0,3.0,15.0,9.0,11.0,8.0,19.0,1.0,17.0,9.0,10.0,10.0,1,0,1,0,0,0
75,16.0,13.0,18.0,20.0,14.0,21.0,21.0,12.0,2.0,14.0,7.0,6.0,2.0,6.0,7.0,3.0,21.0,17.0,15.0,19.0,23.0,24.0,24.0,24.0,24.0,24.0,23.0,23.0,23.0,23.0,22.0,23.0,19.0,16.0,5.0,10.0,10.0,9.0,21.0,19.0,17.0,14.0,18.0,15.0,13.0,11.0,11.0,17.0,23.0,15.0,9.0,22.0,19.0,21.0,18.0,23.0,24.0,16.0,21.0,13.0,12.0,12.0,12.0,10.0,9.0,13.0,1.0,24.0,12.0,5.0,6.0,0,0,1,0,1,1
