,Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9,Att10,Att11,Att12,Att13,Att14,Att15,Att16,Att17,Att18,Att19,Att20,Att21,Att22,Att23,Att24,Att25,Att26,Att27,Att28,Att29,Att30,Att31,Att32,Att33,Att34,Att35,Att36,Att37,Att38,Att39,Att40,Att41,Att42,Att43,Att44,Att45,Att46,Att47,Att48,Att49,Att50,Att51,Att52,Att53,Att54,Att55,Att56,Att57,Att58,Att59,Att60,Att61,Att62,Att63,Att64,Att65,Att66,Att67,Att68,Att69,Att70,Att71,Att72,Att73,Att74,Att75,Att76,Att77,Att78,Att79,Att80,Att81,Att82,Att83,Att84,Att85,Att86,Att87,Att88,Att89,Att90,Att91,Att92,Att93,Att94,Att95,Att96,Att97,Att98,Att99,Att100,Att101,Att102,Att103,Att104,Att105,Att106,Att107,Att108,Att109,Att110,Att111,Att112,Att113,Att114,Att115,Att116,Att117,Att118,Att119,Att120,Att121,Att122,Att123,Att124,Att125,Att126,Att127,Att128,Att129,Att130,Att131,Att132,Att133,Att134,Att135,Att136,Att137,Att138,Att139,Att140,Att141,Att142,Att143,Att144,Att145,Att146,Att147,Att148,Att149,Att150,Att151,Att152,Att153,Att154,Att155,Att156,Att157,Att158,Att159,Att160,Att161,Att162,Att163,Att164,Att165,Att166,Att167,Att168,Att169,Att170,Att171,Att172,Att173,Att174,Att175,Att176,Att177,Att178,Att179,Att180,Att181,Att182,Att183,Att184,Att185,Att186,Att187,Att188,Att189,Att190,Att191,Att192,Att193,Att194,Att195,Att196,Att197,Att198,Att199,Att200,Att201,Att202,Att203,Att204,Att205,Att206,Att207,Att208,Att209,Att210,Att211,Att212,Att213,Att214,Att215,Att216,Att217,Att218,Att219,Att220,Att221,Att222,Att223,Att224,Att225,Att226,Att227,Att228,Att229,Att230,Att231,Att232,Att233,Att234,Att235,Att236,Att237,Att238,Att239,Att240,Att241,Att242,Att243,Att244,Att245,Att246,Att247,Att248,Att249,Att250,Att251,Att252,Att253,Att254,Att255,Att256,Att257,Att258,Att259,Att260,Att261,Att262,Att263,Att264,Att265,Att266,Att267,Att268,Att269,Att270,Att271,Att272,Att273,Att274,Att275,Att276,Att277,Att278,Att279,Att280,Att281,Att282,Att283,Att284,Att285,Att286,Att287,Att288,Att289,Att290,Att291,Att292,Att293,Att294,Beach,Sunset,FallFoliage,Field,Mountain,Urban
420,23.0,28.0,12.0,14.0,40.0,33.0,36.0,9.0,18.0,12.0,22.0,29.0,24.0,31.0,12.0,19.0,30.0,20.0,15.0,16.0,27.0,34.0,30.0,23.0,19.0,14.0,10.0,20.0,34.0,33.0,30.0,21.0,4.0,7.0,11.0,30.0,30.0,30.0,8.0,22.0,30.0,30.0,25.0,23.0,23.0,22.0,20.0,22.0,22.0,36.0,35.0,39.0,39.0,41.0,44.0,43.0,35.0,31.0,30.0,26.0,24.0,30.0,29.0,24.0,32.0,24.0,16.0,14.0,26.0,22.0,14.0,17.0,24.0,16.0,15.0,31.0,31.0,12.0,6.0,7.0,43.0,46.0,47.0,47.0,10.0,6.0,5.0,48.0,38.0,5.0,12.0,20.0,14.0,12.0,25.0,24.0,22.0,30.0,41.0,45.0,41.0,40.0,41.0,41.0,39.0,17.0,40.0,41.0,38.0,36.0,28.0,37.0,31.0,39.0,39.0,14.0,11.0,13.0,24.0,28.0,33.0,28.0,23.0,26.0,16.0,26.0,12.0,12.0,9.0,30.0,32.0,33.0,37.0,9.0,6.0,5.0,21.0,8.0,4.0,4.0,6.0,8.0,9.0,12.0,20.0,22.0,21.0,45.0,42.0,42.0,36.0,40.0,43.0,40.0,29.0,42.0,38.0,37.0,37.0,37.0,38.0,34.0,38.0,36.0,30.0,14.0,22.0,26.0,32.0,35.0,40.0,32.0,43.0,41.0,39.0,16.0,11.0,14.0,35.0,32.0,38.0,39.0,19.0,19.0,17.0,35.0,32.0,18.0,27.0,23.0,24.0,21.0,25.0,38.0,41.0,43.0,48.0,48.0,43.0,41.0,42.0,43.0,41.0,39.0,46.0,39.0,42.0,47.0,44.0,47.0,37.0,42.0,47.0,40.0,37.0,38.0,45.0,43.0,46.0,44.0,39.0,32.0,29.0,40.0,40.0,40.0,41.0,36.0,18.0,22.0,21.0,43.0,45.0,45.0,28.0,38.0,43.0,43.0,43.0,42.0,41.0,38.0,36.0,36.0,37.0,42.0,38.0,45.0,36.0,47.0,47.0,46.0,46.0,39.0,40.0,36.0,36.0,42.0,41.0,36.0,47.0,46.0,18.0,12.0,24.0,39.0,28.0,35.0,40.0,37.0,39.0,24.0,46.0,19.0,13.0,13.0,43.0,25.0,23.0,26.0,22.0,9.0,8.0,46.0,44.0,16.0,22.0,26.0,23.0,18.0,27.0,29.0,28.0,34.0,0,0,1,1,0,0
421,15.0,14.0,13.0,14.0,15.0,17.0,20.0,13.0,22.0,24.0,26.0,27.0,30.0,34.0,4.0,23.0,22.0,32.0,38.0,43.0,41.0,3.0,4.0,18.0,29.0,30.0,45.0,42.0,3.0,3.0,10.0,31.0,31.0,44.0,39.0,7.0,8.0,25.0,27.0,37.0,44.0,34.0,12.0,10.0,19.0,29.0,38.0,41.0,28.0,17.0,19.0,19.0,19.0,20.0,20.0,16.0,43.0,28.0,12.0,11.0,10.0,13.0,26.0,44.0,44.0,43.0,38.0,27.0,15.0,27.0,34.0,42.0,40.0,34.0,36.0,25.0,30.0,26.0,29.0,47.0,31.0,29.0,21.0,35.0,40.0,45.0,42.0,37.0,32.0,20.0,40.0,44.0,44.0,42.0,31.0,30.0,29.0,47.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,1.0,2.0,18.0,42.0,33.0,23.0,11.0,5.0,5.0,41.0,45.0,39.0,29.0,31.0,31.0,34.0,39.0,46.0,42.0,39.0,34.0,38.0,40.0,42.0,46.0,46.0,35.0,34.0,42.0,40.0,41.0,47.0,48.0,44.0,45.0,44.0,42.0,43.0,28.0,28.0,27.0,25.0,24.0,24.0,24.0,49.0,47.0,29.0,16.0,15.0,35.0,49.0,41.0,15.0,42.0,45.0,45.0,46.0,35.0,41.0,33.0,15.0,8.0,14.0,24.0,29.0,40.0,27.0,29.0,33.0,31.0,21.0,34.0,45.0,43.0,41.0,36.0,38.0,22.0,40.0,46.0,46.0,46.0,40.0,35.0,34.0,43.0,2.0,1.0,3.0,1.0,4.0,3.0,1.0,11.0,3.0,3.0,3.0,3.0,4.0,28.0,30.0,15.0,8.0,6.0,7.0,14.0,48.0,23.0,5.0,8.0,14.0,12.0,38.0,49.0,13.0,3.0,10.0,38.0,41.0,49.0,49.0,24.0,28.0,43.0,46.0,47.0,48.0,47.0,29.0,33.0,37.0,44.0,49.0,48.0,44.0,25.0,27.0,27.0,28.0,29.0,29.0,28.0,49.0,43.0,23.0,20.0,20.0,31.0,49.0,36.0,38.0,45.0,45.0,37.0,48.0,42.0,32.0,43.0,36.0,23.0,29.0,48.0,36.0,38.0,36.0,49.0,49.0,49.0,46.0,41.0,45.0,49.0,49.0,44.0,41.0,33.0,45.0,46.0,47.0,46.0,39.0,42.0,40.0,48.0,0,0,1,0,1,0
422,2.0,4.0,7.0,34.0,39.0,23.0,20.0,3.0,5.0,6.0,14.0,18.0,38.0,36.0,2.0,24.0,15.0,8.0,5.0,22.0,45.0,6.0,45.0,20.0,20.0,17.0,19.0,21.0,6.0,36.0,15.0,11.0,15.0,16.0,14.0,6.0,31.0,15.0,15.0,12.0,15.0,12.0,8.0,25.0,11.0,8.0,10.0,11.0,6.0,46.0,48.0,49.0,42.0,36.0,48.0,47.0,48.0,49.0,44.0,46.0,49.0,41.0,37.0,47.0,48.0,46.0,44.0,49.0,49.0,24.0,46.0,31.0,45.0,29.0,32.0,30.0,43.0,48.0,31.0,46.0,35.0,42.0,38.0,45.0,49.0,32.0,32.0,33.0,40.0,38.0,43.0,46.0,46.0,38.0,31.0,39.0,45.0,38.0,39.0,40.0,39.0,13.0,11.0,14.0,15.0,41.0,43.0,44.0,40.0,12.0,6.0,16.0,42.0,42.0,43.0,44.0,41.0,36.0,36.0,42.0,36.0,42.0,44.0,44.0,45.0,45.0,37.0,38.0,42.0,44.0,42.0,43.0,43.0,35.0,40.0,37.0,35.0,36.0,44.0,44.0,29.0,35.0,31.0,33.0,35.0,42.0,32.0,43.0,42.0,46.0,39.0,30.0,37.0,40.0,43.0,43.0,43.0,48.0,45.0,31.0,34.0,43.0,42.0,42.0,42.0,43.0,37.0,32.0,42.0,28.0,39.0,37.0,37.0,39.0,44.0,34.0,25.0,38.0,38.0,35.0,38.0,39.0,33.0,27.0,42.0,45.0,41.0,39.0,42.0,35.0,31.0,38.0,36.0,35.0,43.0,42.0,41.0,43.0,40.0,23.0,23.0,37.0,43.0,39.0,43.0,44.0,39.0,12.0,17.0,44.0,28.0,47.0,45.0,43.0,34.0,43.0,49.0,32.0,48.0,45.0,45.0,45.0,46.0,44.0,29.0,48.0,40.0,38.0,35.0,35.0,31.0,26.0,46.0,42.0,42.0,34.0,35.0,28.0,24.0,44.0,38.0,35.0,35.0,31.0,19.0,42.0,40.0,48.0,37.0,27.0,49.0,48.0,48.0,45.0,42.0,49.0,47.0,42.0,49.0,48.0,47.0,41.0,42.0,49.0,49.0,32.0,46.0,39.0,42.0,33.0,38.0,42.0,43.0,49.0,36.0,43.0,31.0,34.0,44.0,43.0,49.0,41.0,35.0,39.0,41.0,35.0,40.0,49.0,47.0,40.0,41.0,44.0,40.0,30.0,0,0,1,0,0,0
423,33.0,37.0,30.0,8.0,6.0,6.0,19.0,34.0,31.0,25.0,11.0,21.0,25.0,27.0,19.0,37.0,31.0,32.0,39.0,38.0,25.0,2.0,26.0,37.0,46.0,45.0,40.0,27.0,1.0,7.0,40.0,47.0,46.0,33.0,29.0,7.0,32.0,32.0,42.0,38.0,30.0,23.0,22.0,21.0,35.0,40.0,35.0,22.0,18.0,23.0,18.0,31.0,31.0,36.0,37.0,44.0,21.0,16.0,19.0,10.0,35.0,35.0,40.0,49.0,7.0,5.0,13.0,20.0,25.0,40.0,39.0,47.0,30.0,9.0,21.0,26.0,41.0,2.0,49.0,27.0,11.0,20.0,37.0,40.0,48.0,34.0,30.0,25.0,29.0,43.0,41.0,43.0,37.0,40.0,29.0,38.0,47.0,42.0,16.0,19.0,14.0,3.0,6.0,9.0,27.0,6.0,6.0,3.0,1.0,16.0,38.0,33.0,10.0,2.0,1.0,3.0,36.0,34.0,34.0,46.0,17.0,10.0,26.0,39.0,36.0,41.0,48.0,46.0,42.0,38.0,40.0,43.0,45.0,48.0,47.0,45.0,40.0,38.0,43.0,43.0,48.0,48.0,45.0,42.0,38.0,45.0,42.0,11.0,17.0,30.0,34.0,45.0,43.0,44.0,36.0,26.0,37.0,17.0,48.0,41.0,37.0,48.0,13.0,9.0,47.0,26.0,28.0,39.0,44.0,46.0,45.0,41.0,35.0,32.0,43.0,12.0,44.0,37.0,15.0,29.0,42.0,44.0,40.0,39.0,40.0,37.0,45.0,44.0,47.0,44.0,44.0,43.0,39.0,46.0,47.0,49.0,10.0,16.0,9.0,2.0,4.0,3.0,42.0,5.0,4.0,3.0,2.0,22.0,45.0,49.0,4.0,3.0,1.0,5.0,49.0,49.0,46.0,7.0,5.0,8.0,44.0,48.0,49.0,46.0,6.0,19.0,45.0,49.0,48.0,47.0,45.0,13.0,45.0,46.0,48.0,49.0,46.0,41.0,36.0,36.0,46.0,48.0,46.0,37.0,41.0,30.0,23.0,39.0,40.0,49.0,49.0,49.0,34.0,25.0,33.0,17.0,49.0,49.0,44.0,35.0,15.0,14.0,49.0,41.0,34.0,49.0,19.0,32.0,49.0,49.0,41.0,38.0,41.0,5.0,49.0,49.0,25.0,31.0,43.0,41.0,49.0,43.0,44.0,37.0,40.0,47.0,44.0,46.0,42.0,48.0,42.0,48.0,49.0,47.0,0,0,1,0,1,0
424,27.0,22.0,16.0,17.0,19.0,20.0,24.0,20.0,17.0,15.0,15.0,17.0,15.0,18.0,21.0,9.0,17.0,8.0,13.0,11.0,13.0,30.0,13.0,10.0,9.0,8.0,8.0,11.0,39.0,21.0,16.0,16.0,18.0,13.0,27.0,37.0,38.0,39.0,36.0,29.0,27.0,30.0,30.0,36.0,32.0,26.0,38.0,35.0,38.0,40.0,40.0,40.0,40.0,39.0,38.0,37.0,39.0,37.0,34.0,34.0,34.0,37.0,36.0,30.0,31.0,30.0,20.0,33.0,32.0,33.0,31.0,47.0,39.0,25.0,26.0,44.0,26.0,25.0,38.0,34.0,31.0,33.0,47.0,34.0,16.0,20.0,18.0,19.0,31.0,34.0,35.0,34.0,23.0,24.0,31.0,22.0,23.0,28.0,45.0,46.0,48.0,47.0,47.0,48.0,48.0,45.0,43.0,45.0,46.0,46.0,45.0,46.0,41.0,38.0,43.0,39.0,42.0,38.0,41.0,39.0,38.0,41.0,41.0,35.0,35.0,40.0,39.0,40.0,41.0,40.0,36.0,36.0,39.0,26.0,25.0,30.0,28.0,31.0,31.0,32.0,26.0,22.0,19.0,22.0,21.0,19.0,26.0,45.0,45.0,47.0,47.0,46.0,46.0,47.0,39.0,42.0,43.0,42.0,43.0,44.0,42.0,34.0,38.0,42.0,38.0,43.0,41.0,41.0,28.0,29.0,32.0,38.0,40.0,35.0,42.0,32.0,35.0,32.0,26.0,25.0,31.0,33.0,10.0,12.0,16.0,31.0,30.0,25.0,30.0,7.0,9.0,16.0,13.0,6.0,12.0,10.0,47.0,46.0,45.0,45.0,45.0,45.0,45.0,46.0,46.0,45.0,45.0,45.0,43.0,46.0,47.0,44.0,46.0,44.0,44.0,45.0,44.0,36.0,35.0,34.0,34.0,40.0,36.0,37.0,34.0,28.0,27.0,27.0,28.0,25.0,30.0,21.0,19.0,19.0,22.0,11.0,10.0,14.0,14.0,15.0,24.0,17.0,15.0,25.0,19.0,42.0,40.0,37.0,38.0,37.0,36.0,35.0,37.0,35.0,33.0,34.0,34.0,35.0,34.0,38.0,32.0,35.0,24.0,33.0,35.0,32.0,31.0,29.0,29.0,30.0,38.0,41.0,38.0,21.0,31.0,29.0,17.0,20.0,38.0,31.0,14.0,15.0,20.0,27.0,21.0,25.0,25.0,22.0,22.0,27.0,30.0,17.0,25.0,16.0,0,0,1,0,0,0
425,27.0,38.0,36.0,27.0,33.0,34.0,30.0,29.0,18.0,24.0,18.0,25.0,33.0,37.0,35.0,30.0,34.0,20.0,36.0,43.0,40.0,34.0,36.0,34.0,24.0,27.0,34.0,34.0,39.0,24.0,12.0,15.0,24.0,38.0,41.0,28.0,13.0,11.0,11.0,11.0,24.0,37.0,18.0,14.0,11.0,12.0,11.0,16.0,26.0,37.0,40.0,39.0,44.0,31.0,25.0,31.0,26.0,27.0,30.0,30.0,29.0,20.0,20.0,19.0,25.0,22.0,21.0,21.0,13.0,17.0,24.0,17.0,16.0,19.0,14.0,24.0,21.0,21.0,32.0,26.0,27.0,26.0,22.0,25.0,40.0,38.0,34.0,30.0,30.0,29.0,24.0,44.0,43.0,40.0,37.0,37.0,37.0,39.0,45.0,25.0,40.0,45.0,26.0,20.0,23.0,45.0,34.0,46.0,47.0,37.0,30.0,33.0,44.0,40.0,45.0,47.0,37.0,38.0,28.0,46.0,41.0,41.0,45.0,31.0,31.0,28.0,46.0,43.0,38.0,37.0,38.0,39.0,33.0,45.0,41.0,39.0,34.0,32.0,37.0,40.0,45.0,39.0,38.0,32.0,33.0,36.0,39.0,39.0,39.0,48.0,49.0,45.0,18.0,28.0,25.0,45.0,48.0,45.0,46.0,39.0,22.0,22.0,43.0,45.0,42.0,37.0,22.0,10.0,36.0,38.0,40.0,44.0,31.0,25.0,27.0,29.0,31.0,27.0,31.0,32.0,21.0,40.0,40.0,33.0,27.0,20.0,14.0,18.0,13.0,43.0,34.0,30.0,27.0,22.0,25.0,26.0,45.0,26.0,28.0,36.0,19.0,16.0,23.0,48.0,29.0,41.0,41.0,30.0,32.0,44.0,49.0,41.0,46.0,44.0,43.0,45.0,45.0,47.0,43.0,40.0,41.0,34.0,37.0,37.0,44.0,33.0,22.0,24.0,28.0,30.0,33.0,35.0,20.0,16.0,15.0,13.0,24.0,29.0,25.0,18.0,14.0,14.0,10.0,17.0,25.0,44.0,37.0,41.0,42.0,32.0,22.0,45.0,38.0,47.0,47.0,45.0,43.0,49.0,39.0,30.0,49.0,43.0,26.0,27.0,30.0,20.0,33.0,39.0,34.0,28.0,14.0,28.0,27.0,28.0,31.0,15.0,22.0,17.0,14.0,25.0,39.0,23.0,15.0,13.0,9.0,14.0,9.0,32.0,20.0,21.0,20.0,16.0,17.0,20.0,0,0,1,0,0,0
426,12.0,15.0,7.0,6.0,5.0,13.0,11.0,17.0,23.0,6.0,2.0,3.0,7.0,8.0,28.0,36.0,2.0,2.0,4.0,10.0,10.0,15.0,22.0,6.0,2.0,9.0,12.0,11.0,16.0,8.0,6.0,16.0,29.0,31.0,28.0,11.0,16.0,25.0,29.0,35.0,33.0,36.0,28.0,31.0,38.0,17.0,6.0,10.0,24.0,42.0,40.0,39.0,41.0,45.0,39.0,42.0,45.0,40.0,44.0,36.0,40.0,42.0,39.0,44.0,37.0,48.0,43.0,44.0,41.0,38.0,43.0,39.0,47.0,37.0,28.0,38.0,31.0,39.0,41.0,43.0,36.0,35.0,36.0,33.0,41.0,45.0,42.0,42.0,44.0,42.0,27.0,37.0,34.0,31.0,48.0,28.0,25.0,48.0,41.0,43.0,44.0,42.0,42.0,46.0,44.0,40.0,42.0,43.0,43.0,41.0,43.0,43.0,30.0,36.0,39.0,42.0,40.0,43.0,39.0,20.0,34.0,36.0,39.0,41.0,43.0,37.0,16.0,34.0,33.0,39.0,32.0,36.0,37.0,19.0,33.0,31.0,36.0,24.0,30.0,35.0,38.0,37.0,26.0,36.0,39.0,40.0,33.0,35.0,34.0,39.0,41.0,43.0,46.0,45.0,33.0,33.0,38.0,42.0,45.0,43.0,38.0,24.0,24.0,33.0,39.0,41.0,41.0,35.0,25.0,29.0,33.0,35.0,32.0,36.0,28.0,32.0,37.0,34.0,30.0,32.0,34.0,35.0,35.0,36.0,30.0,32.0,16.0,29.0,31.0,43.0,36.0,25.0,37.0,27.0,21.0,33.0,39.0,42.0,41.0,44.0,44.0,45.0,42.0,42.0,44.0,41.0,41.0,41.0,41.0,39.0,42.0,45.0,35.0,36.0,38.0,40.0,35.0,31.0,39.0,33.0,30.0,36.0,37.0,29.0,22.0,25.0,31.0,31.0,17.0,12.0,26.0,21.0,17.0,15.0,26.0,9.0,16.0,13.0,28.0,30.0,19.0,21.0,27.0,33.0,11.0,35.0,35.0,38.0,41.0,40.0,37.0,43.0,42.0,34.0,36.0,32.0,37.0,35.0,35.0,43.0,31.0,43.0,37.0,39.0,35.0,27.0,35.0,38.0,32.0,28.0,37.0,35.0,20.0,27.0,28.0,33.0,36.0,39.0,35.0,33.0,30.0,31.0,26.0,35.0,32.0,44.0,41.0,34.0,32.0,40.0,31.0,21.0,28.0,35.0,0,0,1,0,0,0
427,39.0,38.0,37.0,38.0,38.0,31.0,39.0,27.0,34.0,25.0,19.0,7.0,6.0,15.0,32.0,22.0,32.0,35.0,33.0,29.0,30.0,24.0,25.0,29.0,26.0,27.0,32.0,33.0,11.0,16.0,15.0,13.0,11.0,28.0,19.0,7.0,10.0,7.0,7.0,7.0,19.0,14.0,26.0,26.0,30.0,39.0,36.0,38.0,42.0,6.0,7.0,8.0,27.0,41.0,42.0,23.0,31.0,26.0,30.0,26.0,41.0,37.0,34.0,21.0,16.0,17.0,15.0,17.0,24.0,21.0,22.0,10.0,10.0,21.0,15.0,27.0,22.0,33.0,22.0,23.0,23.0,39.0,29.0,36.0,42.0,42.0,42.0,37.0,44.0,33.0,41.0,39.0,40.0,40.0,39.0,39.0,40.0,41.0,21.0,20.0,21.0,26.0,27.0,23.0,25.0,38.0,38.0,44.0,40.0,34.0,29.0,31.0,42.0,43.0,41.0,38.0,42.0,44.0,42.0,38.0,43.0,42.0,33.0,42.0,43.0,43.0,35.0,43.0,41.0,38.0,43.0,46.0,43.0,36.0,43.0,37.0,44.0,36.0,38.0,36.0,30.0,31.0,33.0,37.0,34.0,35.0,37.0,5.0,17.0,25.0,37.0,30.0,28.0,35.0,38.0,30.0,41.0,42.0,47.0,44.0,43.0,40.0,29.0,26.0,37.0,38.0,47.0,28.0,22.0,17.0,22.0,30.0,25.0,28.0,24.0,27.0,31.0,33.0,31.0,41.0,40.0,38.0,34.0,38.0,38.0,43.0,43.0,43.0,35.0,35.0,30.0,35.0,34.0,26.0,26.0,34.0,18.0,18.0,18.0,22.0,30.0,25.0,21.0,45.0,47.0,45.0,42.0,40.0,40.0,40.0,45.0,37.0,44.0,45.0,44.0,40.0,38.0,35.0,30.0,34.0,39.0,43.0,46.0,39.0,29.0,32.0,32.0,32.0,37.0,43.0,38.0,26.0,30.0,30.0,29.0,29.0,34.0,31.0,11.0,11.0,14.0,19.0,18.0,19.0,22.0,9.0,13.0,13.0,37.0,42.0,40.0,33.0,49.0,46.0,44.0,38.0,26.0,28.0,35.0,41.0,36.0,43.0,35.0,42.0,46.0,22.0,29.0,10.0,14.0,18.0,30.0,37.0,45.0,13.0,15.0,21.0,22.0,31.0,35.0,38.0,28.0,25.0,26.0,24.0,34.0,30.0,28.0,36.0,32.0,29.0,25.0,20.0,25.0,23.0,0,0,1,0,0,0
428,20.0,20.0,18.0,11.0,7.0,14.0,18.0,22.0,20.0,15.0,8.0,9.0,17.0,9.0,29.0,24.0,17.0,7.0,6.0,18.0,12.0,30.0,27.0,20.0,16.0,8.0,22.0,15.0,19.0,19.0,18.0,23.0,15.0,18.0,19.0,32.0,26.0,27.0,20.0,18.0,14.0,17.0,32.0,38.0,35.0,31.0,27.0,31.0,36.0,34.0,33.0,34.0,44.0,38.0,43.0,42.0,30.0,29.0,28.0,35.0,35.0,36.0,36.0,20.0,24.0,24.0,28.0,29.0,34.0,25.0,18.0,21.0,20.0,25.0,30.0,28.0,17.0,26.0,28.0,25.0,21.0,25.0,28.0,22.0,26.0,31.0,26.0,31.0,31.0,31.0,31.0,26.0,20.0,23.0,29.0,33.0,29.0,27.0,48.0,47.0,48.0,47.0,48.0,48.0,48.0,47.0,47.0,48.0,48.0,48.0,48.0,47.0,48.0,48.0,49.0,48.0,48.0,47.0,47.0,48.0,47.0,48.0,47.0,46.0,47.0,48.0,45.0,45.0,47.0,47.0,45.0,46.0,48.0,45.0,44.0,43.0,44.0,42.0,41.0,45.0,45.0,43.0,44.0,41.0,43.0,45.0,47.0,47.0,41.0,45.0,48.0,45.0,46.0,47.0,44.0,41.0,45.0,47.0,47.0,45.0,48.0,45.0,44.0,46.0,49.0,47.0,42.0,46.0,43.0,42.0,45.0,46.0,45.0,40.0,40.0,37.0,38.0,44.0,41.0,44.0,40.0,40.0,27.0,26.0,27.0,38.0,33.0,34.0,45.0,32.0,17.0,21.0,29.0,30.0,35.0,31.0,46.0,47.0,47.0,46.0,45.0,47.0,47.0,45.0,47.0,46.0,45.0,44.0,46.0,44.0,46.0,46.0,43.0,41.0,40.0,46.0,43.0,44.0,45.0,41.0,42.0,39.0,46.0,43.0,40.0,41.0,39.0,44.0,40.0,43.0,42.0,42.0,41.0,42.0,41.0,37.0,36.0,37.0,41.0,40.0,43.0,41.0,43.0,44.0,44.0,36.0,32.0,36.0,36.0,34.0,38.0,40.0,31.0,30.0,35.0,32.0,34.0,33.0,34.0,25.0,29.0,33.0,27.0,31.0,37.0,29.0,22.0,26.0,25.0,28.0,33.0,35.0,25.0,29.0,31.0,28.0,30.0,27.0,33.0,26.0,28.0,33.0,29.0,30.0,24.0,29.0,28.0,29.0,22.0,24.0,35.0,36.0,31.0,30.0,0,0,1,0,0,0
429,23.0,18.0,20.0,20.0,19.0,14.0,26.0,26.0,23.0,22.0,25.0,14.0,16.0,29.0,32.0,30.0,27.0,31.0,29.0,17.0,20.0,37.0,36.0,38.0,42.0,35.0,19.0,24.0,44.0,39.0,42.0,47.0,31.0,24.0,23.0,45.0,41.0,44.0,45.0,31.0,13.0,27.0,35.0,35.0,34.0,36.0,38.0,19.0,41.0,34.0,36.0,36.0,45.0,48.0,48.0,43.0,29.0,35.0,30.0,28.0,48.0,47.0,31.0,19.0,15.0,22.0,28.0,39.0,44.0,45.0,15.0,12.0,14.0,23.0,37.0,46.0,47.0,11.0,15.0,12.0,9.0,48.0,47.0,48.0,15.0,25.0,21.0,15.0,44.0,49.0,42.0,27.0,24.0,24.0,24.0,29.0,49.0,35.0,45.0,45.0,44.0,43.0,43.0,43.0,44.0,43.0,43.0,42.0,42.0,41.0,42.0,43.0,42.0,42.0,41.0,40.0,40.0,41.0,43.0,42.0,41.0,40.0,38.0,40.0,42.0,42.0,32.0,37.0,35.0,34.0,34.0,40.0,40.0,37.0,31.0,22.0,14.0,20.0,17.0,19.0,45.0,45.0,45.0,44.0,44.0,40.0,43.0,31.0,34.0,32.0,37.0,37.0,39.0,38.0,27.0,32.0,26.0,27.0,36.0,35.0,30.0,23.0,14.0,23.0,26.0,29.0,33.0,40.0,22.0,20.0,19.0,23.0,30.0,36.0,37.0,24.0,25.0,25.0,30.0,26.0,38.0,37.0,33.0,37.0,29.0,20.0,26.0,17.0,18.0,33.0,27.0,29.0,27.0,34.0,43.0,39.0,48.0,48.0,48.0,47.0,46.0,45.0,48.0,48.0,47.0,47.0,48.0,44.0,45.0,48.0,47.0,49.0,48.0,47.0,46.0,46.0,46.0,48.0,48.0,49.0,48.0,46.0,44.0,44.0,33.0,46.0,49.0,49.0,39.0,40.0,38.0,32.0,34.0,44.0,43.0,19.0,10.0,24.0,43.0,44.0,44.0,45.0,44.0,34.0,43.0,39.0,37.0,36.0,44.0,44.0,46.0,43.0,37.0,41.0,34.0,31.0,45.0,43.0,33.0,41.0,22.0,28.0,35.0,43.0,43.0,42.0,33.0,27.0,22.0,34.0,39.0,45.0,46.0,47.0,47.0,21.0,27.0,46.0,47.0,47.0,48.0,46.0,41.0,45.0,21.0,30.0,43.0,34.0,33.0,32.0,31.0,35.0,49.0,44.0,0,0,1,0,0,0
